               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.019529,           0.0059499,           0.0047964,             0.81459,             0.86952,             0.85512,              0.6929,            0.015702,           0.0043741,           0.0042297,            0.004885,            0.004885,            0.004885
                 157,            0.020094,           0.0059176,           0.0048534,             0.85519,             0.83624,             0.85117,             0.68803,             0.01565,           0.0043697,           0.0044301,            0.004852,            0.004852,            0.004852
                 158,            0.019866,           0.0059073,           0.0047546,             0.81125,             0.88721,              0.8534,             0.69002,            0.015567,           0.0043604,           0.0042573,            0.004819,            0.004819,            0.004819
                 159,            0.019658,           0.0058454,           0.0045409,             0.85568,              0.8415,             0.86787,             0.70265,            0.015528,           0.0043595,           0.0040977,            0.004786,            0.004786,            0.004786
                 160,            0.019725,           0.0058349,           0.0045002,              0.8276,             0.86332,             0.87075,             0.70359,            0.015635,           0.0043305,            0.004192,            0.004753,            0.004753,            0.004753
                 161,            0.019239,            0.005967,           0.0042951,             0.82933,              0.8609,             0.87179,             0.70796,            0.015538,           0.0043064,           0.0043214,             0.00472,             0.00472,             0.00472
                 162,            0.019444,           0.0057616,           0.0047382,             0.82869,             0.86783,             0.86676,             0.70311,            0.015469,           0.0043285,           0.0042425,            0.004687,            0.004687,            0.004687
                 163,             0.01969,           0.0057602,           0.0044277,              0.8184,             0.86876,             0.85789,             0.69244,             0.01559,           0.0043516,           0.0042513,            0.004654,            0.004654,            0.004654
                 164,            0.019731,           0.0056868,           0.0044839,             0.81788,             0.86886,             0.86371,             0.69077,            0.015698,            0.004278,            0.004182,            0.004621,            0.004621,            0.004621
                 165,            0.019409,           0.0055431,           0.0044598,             0.85574,             0.84116,             0.86116,             0.69924,            0.015448,           0.0042758,           0.0042675,            0.004588,            0.004588,            0.004588
                 166,             0.01967,           0.0057087,           0.0047336,             0.81585,             0.87565,             0.86203,             0.70086,            0.015488,           0.0042886,           0.0043147,            0.004555,            0.004555,            0.004555
                 167,            0.019309,           0.0055442,           0.0047361,              0.8158,             0.86969,             0.85608,             0.69641,            0.015466,           0.0043186,           0.0041977,            0.004522,            0.004522,            0.004522
                 168,            0.019233,           0.0058431,           0.0046281,             0.83475,             0.87308,              0.8621,             0.69921,            0.015531,           0.0043157,           0.0041187,            0.004489,            0.004489,            0.004489
                 169,            0.018692,           0.0056747,           0.0047871,             0.81482,             0.88318,             0.87181,             0.70903,            0.015564,           0.0043372,           0.0043328,            0.004456,            0.004456,            0.004456
                 170,            0.019483,           0.0056141,           0.0043833,             0.82118,             0.88803,              0.8655,             0.70758,            0.015536,           0.0042807,           0.0041993,            0.004423,            0.004423,            0.004423
                 171,            0.019518,           0.0057903,           0.0041693,             0.82938,             0.87639,             0.87159,             0.70854,            0.015463,           0.0042594,           0.0040496,             0.00439,             0.00439,             0.00439
                 172,            0.019272,           0.0056345,           0.0044543,             0.82371,             0.87934,             0.87799,             0.71275,            0.015458,           0.0042765,           0.0042765,            0.004357,            0.004357,            0.004357
                 173,             0.01878,            0.005656,           0.0043596,             0.84481,             0.87643,             0.87012,             0.70587,            0.015572,           0.0042365,           0.0044418,            0.004324,            0.004324,            0.004324
                 174,            0.019155,           0.0054299,           0.0046273,             0.84549,             0.87141,             0.87573,             0.70482,            0.015525,           0.0042495,           0.0044778,            0.004291,            0.004291,            0.004291
                 175,            0.018883,           0.0056446,           0.0040362,             0.82827,             0.87898,             0.87499,              0.7092,            0.015488,           0.0042711,           0.0043612,            0.004258,            0.004258,            0.004258
                 176,            0.018771,            0.005687,           0.0044561,             0.84056,             0.86649,             0.86386,              0.7011,            0.015312,           0.0043122,           0.0041603,            0.004225,            0.004225,            0.004225
                 177,            0.018783,           0.0057093,           0.0041366,             0.82913,             0.86633,             0.86664,             0.70585,            0.015332,           0.0042989,           0.0039988,            0.004192,            0.004192,            0.004192
                 178,            0.018619,           0.0055321,           0.0042983,             0.83525,             0.87697,             0.86228,             0.70738,            0.015297,           0.0042795,           0.0041171,            0.004159,            0.004159,            0.004159
                 179,            0.019013,           0.0056067,           0.0042219,             0.84891,             0.85479,             0.86569,             0.70391,            0.015348,           0.0042528,           0.0039652,            0.004126,            0.004126,            0.004126
                 180,            0.019015,           0.0055887,           0.0041686,             0.80751,             0.89237,             0.87336,             0.71637,            0.015319,           0.0042423,           0.0038832,            0.004093,            0.004093,            0.004093
                 181,             0.01865,           0.0056622,           0.0040854,             0.81453,             0.88657,             0.87426,             0.71382,            0.015338,           0.0042614,           0.0038457,             0.00406,             0.00406,             0.00406
                 182,            0.018557,           0.0055802,           0.0039431,              0.8262,              0.8782,             0.87001,             0.70586,            0.015298,           0.0042777,           0.0038954,            0.004027,            0.004027,            0.004027
                 183,            0.018616,            0.005504,           0.0039611,             0.82535,             0.87963,             0.87277,              0.7011,            0.015167,           0.0042818,           0.0039351,            0.003994,            0.003994,            0.003994
                 184,            0.018617,           0.0055888,           0.0039135,             0.81988,             0.87982,             0.87686,             0.71391,            0.015051,            0.004253,           0.0039748,            0.003961,            0.003961,            0.003961
                 185,            0.018581,            0.005638,           0.0039247,             0.81351,             0.87715,             0.87162,             0.71221,            0.015054,           0.0042445,           0.0041017,            0.003928,            0.003928,            0.003928
                 186,            0.018525,            0.005694,           0.0041012,             0.81365,             0.89346,              0.8764,             0.72148,            0.015041,           0.0042364,           0.0039369,            0.003895,            0.003895,            0.003895
                 187,            0.018182,           0.0055386,           0.0040113,             0.81749,             0.87877,             0.87164,             0.71229,            0.014998,           0.0042694,           0.0038306,            0.003862,            0.003862,            0.003862
                 188,            0.018009,           0.0057521,           0.0038635,             0.82353,             0.86975,             0.87239,             0.71909,            0.015099,           0.0042679,           0.0038719,            0.003829,            0.003829,            0.003829
                 189,             0.01859,           0.0054205,           0.0038422,             0.82176,             0.87179,             0.87652,             0.72073,            0.015113,           0.0042532,           0.0039134,            0.003796,            0.003796,            0.003796
                 190,            0.017995,           0.0054582,           0.0037236,             0.81751,             0.87315,             0.87217,             0.71801,            0.014975,           0.0042485,           0.0039066,            0.003763,            0.003763,            0.003763
                 191,            0.018154,           0.0055133,           0.0038668,              0.8315,             0.86521,             0.87578,              0.7159,            0.014983,           0.0042678,           0.0039773,             0.00373,             0.00373,             0.00373
                 192,             0.01784,           0.0055044,           0.0035853,             0.83444,             0.86344,             0.87582,             0.72178,            0.015027,           0.0042603,           0.0040111,            0.003697,            0.003697,            0.003697
                 193,            0.018032,           0.0055961,           0.0035182,              0.8302,             0.88183,             0.86754,               0.713,            0.014996,           0.0042242,           0.0039713,            0.003664,            0.003664,            0.003664
                 194,            0.018025,           0.0053088,           0.0036648,             0.83252,             0.87859,             0.86795,              0.7098,             0.01498,           0.0042262,           0.0038855,            0.003631,            0.003631,            0.003631
                 195,            0.018048,           0.0053772,           0.0038899,             0.82795,              0.8822,             0.87358,             0.71043,               0.015,           0.0042856,           0.0038341,            0.003598,            0.003598,            0.003598
                 196,            0.018117,           0.0053585,           0.0036407,             0.82535,             0.87945,             0.88113,             0.71789,            0.015002,           0.0042818,           0.0039332,            0.003565,            0.003565,            0.003565
                 197,            0.017932,           0.0054983,           0.0035678,               0.813,             0.88696,             0.87677,             0.71778,            0.014932,           0.0042346,           0.0040007,            0.003532,            0.003532,            0.003532
                 198,            0.017882,           0.0053572,           0.0038082,             0.81132,             0.89435,             0.88027,             0.71556,            0.014873,           0.0042219,           0.0039109,            0.003499,            0.003499,            0.003499
                 199,            0.017825,           0.0053221,           0.0034041,             0.81494,             0.87594,             0.88697,              0.7271,            0.014845,           0.0041893,           0.0038628,            0.003466,            0.003466,            0.003466
                 200,            0.017871,           0.0055128,           0.0037714,             0.81297,             0.87591,             0.88904,             0.72607,            0.014944,           0.0042012,           0.0041451,            0.003433,            0.003433,            0.003433
                 201,              0.0179,           0.0054362,           0.0036778,             0.80759,             0.88499,               0.887,              0.7235,            0.014896,           0.0041799,           0.0041162,              0.0034,              0.0034,              0.0034
                 202,            0.017534,           0.0053561,           0.0036803,             0.81597,             0.87471,             0.88817,             0.71787,            0.014959,           0.0041997,            0.004034,            0.003367,            0.003367,            0.003367
                 203,            0.017738,            0.005549,           0.0034513,             0.82416,             0.87212,             0.88668,              0.7242,            0.014923,           0.0042178,           0.0039164,            0.003334,            0.003334,            0.003334
                 204,            0.017531,           0.0053866,           0.0035428,             0.82217,             0.87763,             0.87815,             0.71707,             0.01491,           0.0042115,           0.0037402,            0.003301,            0.003301,            0.003301
                 205,            0.017655,           0.0053649,           0.0035485,             0.81561,             0.89144,             0.88155,             0.71455,            0.014939,           0.0042158,           0.0037888,            0.003268,            0.003268,            0.003268
                 206,            0.017375,           0.0053084,            0.003461,             0.81896,             0.89063,             0.88151,              0.7244,            0.014827,           0.0042241,           0.0038224,            0.003235,            0.003235,            0.003235
                 207,            0.017663,           0.0052993,           0.0030899,             0.82668,             0.88247,             0.87983,             0.71787,            0.014873,           0.0042451,            0.003884,            0.003202,            0.003202,            0.003202
                 208,            0.017116,           0.0054631,           0.0031204,              0.8228,             0.88559,             0.88025,              0.7219,             0.01481,           0.0042234,           0.0037955,            0.003169,            0.003169,            0.003169
                 209,            0.017352,            0.005322,           0.0033335,             0.83177,             0.88972,             0.87795,             0.71806,            0.014844,           0.0042327,           0.0036554,            0.003136,            0.003136,            0.003136
                 210,            0.017293,           0.0052109,           0.0034656,             0.82681,              0.8884,             0.87622,             0.72047,            0.014918,           0.0042473,           0.0035573,            0.003103,            0.003103,            0.003103
                 211,            0.017354,             0.00512,           0.0033306,             0.83626,             0.88642,             0.86955,             0.71832,             0.01484,           0.0042636,           0.0034694,             0.00307,             0.00307,             0.00307
                 212,            0.017484,            0.005341,           0.0034603,             0.83453,             0.88433,             0.87379,             0.71502,            0.014842,           0.0042664,           0.0035672,            0.003037,            0.003037,            0.003037
                 213,            0.017118,           0.0052969,           0.0034551,             0.83491,             0.87891,             0.87298,             0.71655,            0.014806,           0.0042493,           0.0036987,            0.003004,            0.003004,            0.003004
                 214,            0.017195,           0.0054485,           0.0032114,             0.83449,             0.88036,             0.87278,             0.71306,            0.014743,           0.0042367,           0.0036912,            0.002971,            0.002971,            0.002971
                 215,            0.016809,           0.0051405,           0.0034625,             0.83489,             0.87679,             0.87721,             0.71833,            0.014726,           0.0042179,           0.0035774,            0.002938,            0.002938,            0.002938
                 216,            0.016968,           0.0052798,           0.0032761,             0.83688,             0.88389,             0.88363,             0.72448,             0.01469,           0.0042216,           0.0034871,            0.002905,            0.002905,            0.002905
                 217,             0.01707,           0.0052138,            0.002999,              0.8367,             0.87942,             0.89095,             0.73347,            0.014701,           0.0042098,           0.0034807,            0.002872,            0.002872,            0.002872
                 218,            0.016775,           0.0050165,           0.0030893,             0.83659,             0.88451,             0.89125,             0.72967,            0.014711,           0.0042057,           0.0035142,            0.002839,            0.002839,            0.002839
                 219,            0.016893,           0.0052405,           0.0028716,             0.82832,              0.8877,              0.8865,             0.72604,            0.014643,           0.0042155,           0.0035239,            0.002806,            0.002806,            0.002806
                 220,            0.016605,           0.0051119,           0.0029911,             0.82429,             0.88885,             0.88712,             0.73013,            0.014691,           0.0042363,           0.0034471,            0.002773,            0.002773,            0.002773
                 221,            0.016514,           0.0052237,           0.0029273,              0.8262,              0.8919,             0.88825,             0.72892,            0.014697,           0.0042472,           0.0034089,             0.00274,             0.00274,             0.00274
                 222,             0.01642,           0.0051701,           0.0029805,              0.8325,              0.8908,             0.87927,              0.7246,            0.014714,           0.0042529,           0.0033774,            0.002707,            0.002707,            0.002707
                 223,             0.01662,           0.0052713,            0.002984,             0.83605,             0.88925,             0.87846,              0.7231,            0.014648,           0.0042487,           0.0033567,            0.002674,            0.002674,            0.002674
                 224,            0.016309,           0.0051206,           0.0028964,             0.83527,             0.88887,             0.88085,             0.72283,            0.014646,           0.0042449,           0.0033655,            0.002641,            0.002641,            0.002641
                 225,            0.016616,           0.0051327,           0.0028702,             0.82824,             0.88599,             0.88335,             0.72636,            0.014617,           0.0042179,           0.0033875,            0.002608,            0.002608,            0.002608
                 226,            0.016609,           0.0051138,           0.0029653,             0.82844,             0.88188,              0.8795,             0.72682,            0.014709,           0.0042343,           0.0033874,            0.002575,            0.002575,            0.002575
                 227,            0.016574,           0.0051117,           0.0030822,             0.82639,             0.88314,             0.88127,             0.72373,            0.014682,           0.0042494,           0.0033529,            0.002542,            0.002542,            0.002542
                 228,            0.016212,           0.0051223,           0.0030458,             0.82246,             0.88379,             0.89211,             0.73201,            0.014587,           0.0042666,           0.0034329,            0.002509,            0.002509,            0.002509
                 229,            0.016584,           0.0050023,           0.0029859,             0.82702,             0.88193,             0.88966,             0.72983,            0.014631,           0.0042851,           0.0034297,            0.002476,            0.002476,            0.002476
                 230,            0.016596,           0.0050492,           0.0029884,             0.83965,             0.87069,             0.88989,             0.72802,             0.01462,           0.0042864,            0.003338,            0.002443,            0.002443,            0.002443
                 231,            0.016414,           0.0052528,            0.003055,             0.85061,             0.86588,             0.88732,              0.7287,            0.014623,           0.0042957,           0.0034052,             0.00241,             0.00241,             0.00241
                 232,            0.016266,           0.0052405,           0.0027455,             0.85215,             0.86346,             0.88755,             0.72862,            0.014611,           0.0042626,           0.0034011,            0.002377,            0.002377,            0.002377
                 233,            0.015991,           0.0049171,           0.0027223,             0.85105,             0.86107,             0.87952,             0.72352,            0.014584,           0.0042517,           0.0033634,            0.002344,            0.002344,            0.002344
                 234,             0.01621,           0.0051236,             0.00271,              0.8472,             0.86404,             0.88016,             0.72913,            0.014555,           0.0042485,           0.0033775,            0.002311,            0.002311,            0.002311
                 235,            0.016227,           0.0048738,           0.0029113,             0.83937,             0.87374,             0.87527,             0.72489,            0.014556,           0.0042601,           0.0034079,            0.002278,            0.002278,            0.002278
                 236,            0.016045,           0.0050333,            0.002693,             0.84322,             0.87219,             0.87251,             0.71915,            0.014598,            0.004253,           0.0034119,            0.002245,            0.002245,            0.002245
                 237,            0.015807,           0.0050952,           0.0026396,             0.84709,              0.8733,             0.87025,             0.72181,             0.01455,           0.0042511,           0.0033898,            0.002212,            0.002212,            0.002212
                 238,              0.0158,           0.0050239,           0.0026727,             0.84588,             0.87644,             0.87164,             0.72324,            0.014545,           0.0042419,           0.0033482,            0.002179,            0.002179,            0.002179
                 239,            0.015889,           0.0050909,           0.0029727,             0.85017,             0.87631,             0.87405,              0.7234,            0.014517,           0.0042324,           0.0033014,            0.002146,            0.002146,            0.002146
                 240,            0.015801,            0.005036,           0.0025103,             0.84971,             0.87737,             0.87933,             0.72413,            0.014548,           0.0042286,           0.0033635,            0.002113,            0.002113,            0.002113
                 241,            0.016143,           0.0050557,           0.0026469,             0.85392,             0.87331,             0.87828,             0.72476,            0.014569,           0.0042548,            0.003444,             0.00208,             0.00208,             0.00208
                 242,            0.015789,           0.0049795,           0.0029741,              0.8589,             0.86706,             0.87764,             0.72282,            0.014592,           0.0042533,           0.0034765,            0.002047,            0.002047,            0.002047
                 243,            0.015839,           0.0052006,           0.0027379,               0.859,             0.86023,             0.87813,             0.72552,            0.014605,           0.0042541,           0.0034918,            0.002014,            0.002014,            0.002014
                 244,            0.015763,           0.0048359,           0.0027401,             0.85524,             0.86435,             0.88676,             0.73087,            0.014638,            0.004254,           0.0034381,            0.001981,            0.001981,            0.001981
                 245,            0.015759,           0.0051745,           0.0025151,             0.86124,             0.86401,             0.88682,             0.72984,            0.014643,           0.0042353,           0.0033483,            0.001948,            0.001948,            0.001948
                 246,            0.015246,            0.004964,           0.0027213,             0.85747,             0.86396,             0.88699,             0.73181,             0.01465,           0.0042372,           0.0032749,            0.001915,            0.001915,            0.001915
                 247,             0.01579,            0.004967,           0.0027276,              0.8441,             0.87004,              0.8862,             0.72893,            0.014652,           0.0042479,           0.0032437,            0.001882,            0.001882,            0.001882
                 248,             0.01517,           0.0049418,           0.0024046,             0.84336,             0.86976,               0.887,             0.73276,            0.014631,           0.0042534,           0.0032797,            0.001849,            0.001849,            0.001849
                 249,            0.015253,           0.0049838,           0.0024469,             0.84664,             0.86783,             0.88804,             0.73473,            0.014648,           0.0042563,           0.0033271,            0.001816,            0.001816,            0.001816
                 250,            0.015074,           0.0049708,           0.0025096,              0.8536,             0.86658,             0.88964,             0.73822,            0.014618,           0.0042468,           0.0033205,            0.001783,            0.001783,            0.001783
                 251,             0.01517,           0.0049748,           0.0025101,             0.85551,             0.86539,             0.88956,             0.73709,            0.014635,           0.0042465,           0.0033371,             0.00175,             0.00175,             0.00175
                 252,            0.014984,           0.0049881,           0.0023595,             0.85488,             0.86638,             0.88004,             0.72613,            0.014634,            0.004253,           0.0033536,            0.001717,            0.001717,            0.001717
                 253,            0.015078,           0.0049086,           0.0023985,             0.84834,             0.86814,             0.87964,             0.72778,            0.014609,           0.0042514,           0.0033681,            0.001684,            0.001684,            0.001684
                 254,              0.0146,           0.0047963,           0.0023673,             0.85322,             0.85915,              0.8795,             0.72872,            0.014592,           0.0042561,           0.0034021,            0.001651,            0.001651,            0.001651
                 255,            0.015275,           0.0048604,           0.0026642,             0.85951,             0.85818,             0.88166,             0.72899,            0.014563,           0.0042535,           0.0033707,            0.001618,            0.001618,            0.001618
                 256,            0.015462,           0.0049052,           0.0024834,              0.8581,             0.86141,             0.88261,             0.72753,            0.014608,           0.0042552,           0.0033287,            0.001585,            0.001585,            0.001585
                 257,             0.01468,           0.0048023,           0.0022488,             0.85712,             0.86051,             0.87853,             0.73032,            0.014579,           0.0042522,           0.0032996,            0.001552,            0.001552,            0.001552
                 258,            0.014988,           0.0048176,           0.0026954,             0.85649,             0.86193,             0.88263,             0.73031,            0.014575,           0.0042561,           0.0032682,            0.001519,            0.001519,            0.001519
                 259,            0.014836,            0.004728,            0.002255,             0.85157,             0.86604,             0.88131,             0.72652,            0.014591,           0.0042604,           0.0032827,            0.001486,            0.001486,            0.001486
                 260,            0.014858,           0.0050786,           0.0025389,             0.83604,             0.88426,             0.87924,             0.72696,            0.014633,           0.0042737,           0.0032956,            0.001453,            0.001453,            0.001453
                 261,            0.014621,           0.0047339,           0.0023616,             0.83957,             0.88452,             0.87763,             0.72338,            0.014674,           0.0042816,           0.0032732,             0.00142,             0.00142,             0.00142
                 262,             0.01473,           0.0048195,           0.0022627,             0.84021,              0.8827,             0.87291,             0.72047,            0.014661,           0.0042876,           0.0032598,            0.001387,            0.001387,            0.001387
                 263,            0.014359,           0.0047854,           0.0021696,             0.84221,             0.87757,             0.87143,             0.72038,            0.014654,           0.0042904,           0.0032395,            0.001354,            0.001354,            0.001354
                 264,            0.014178,           0.0047133,           0.0022745,             0.84625,             0.87582,             0.87787,             0.72617,            0.014631,           0.0042975,           0.0032155,            0.001321,            0.001321,            0.001321
                 265,            0.014618,           0.0048817,           0.0023207,             0.84674,             0.87624,             0.87802,             0.72811,            0.014611,           0.0043121,           0.0031981,            0.001288,            0.001288,            0.001288
                 266,            0.014193,           0.0046506,           0.0021046,             0.84706,             0.87675,             0.88025,             0.72654,            0.014582,           0.0043177,           0.0031803,            0.001255,            0.001255,            0.001255
                 267,             0.01431,           0.0046699,           0.0022524,             0.85206,             0.87276,              0.8751,             0.72771,            0.014564,           0.0043141,           0.0031776,            0.001222,            0.001222,            0.001222
                 268,            0.014299,           0.0047489,           0.0023247,             0.85161,             0.87288,             0.87539,             0.72617,            0.014549,           0.0043167,            0.003191,            0.001189,            0.001189,            0.001189
                 269,            0.014043,           0.0047417,           0.0020646,             0.85186,             0.87613,             0.87668,             0.72872,            0.014511,           0.0043168,           0.0032085,            0.001156,            0.001156,            0.001156
                 270,            0.014223,           0.0046249,             0.00199,             0.85296,             0.87519,             0.87742,             0.73039,            0.014484,           0.0043228,           0.0032172,            0.001123,            0.001123,            0.001123
                 271,             0.01399,           0.0047729,           0.0019626,             0.85548,             0.87567,             0.87735,             0.73191,            0.014471,           0.0043284,           0.0032275,             0.00109,             0.00109,             0.00109
                 272,            0.014001,           0.0047125,           0.0019939,             0.85729,             0.87434,             0.87729,             0.72965,            0.014478,           0.0043382,           0.0032318,            0.001057,            0.001057,            0.001057
                 273,             0.01376,           0.0045823,            0.002183,             0.85728,             0.87181,             0.87709,             0.72721,            0.014477,           0.0043511,           0.0032339,            0.001024,            0.001024,            0.001024
                 274,            0.013927,            0.004763,           0.0020743,              0.8539,             0.86559,             0.87498,             0.72393,             0.01449,            0.004356,           0.0032427,            0.000991,            0.000991,            0.000991
                 275,            0.013977,           0.0047062,           0.0021891,              0.8543,             0.86828,              0.8739,             0.72401,             0.01451,           0.0043668,           0.0032732,            0.000958,            0.000958,            0.000958
                 276,            0.013696,           0.0046858,           0.0020439,             0.85453,             0.86831,             0.87405,             0.72436,            0.014526,           0.0043758,           0.0032827,            0.000925,            0.000925,            0.000925
                 277,            0.014147,            0.004747,           0.0020865,              0.8539,             0.86852,             0.87309,             0.72313,            0.014527,           0.0043741,           0.0032503,            0.000892,            0.000892,            0.000892
                 278,            0.013611,           0.0047015,           0.0019733,              0.8519,             0.86707,             0.87291,             0.72458,            0.014507,           0.0043739,           0.0032376,            0.000859,            0.000859,            0.000859
                 279,            0.013872,           0.0046514,           0.0019738,             0.85325,             0.86643,             0.87026,             0.72056,            0.014523,           0.0043719,           0.0032389,            0.000826,            0.000826,            0.000826
                 280,            0.013748,           0.0047599,           0.0019714,             0.85252,             0.86555,             0.86845,             0.71936,            0.014536,           0.0043764,           0.0032242,            0.000793,            0.000793,            0.000793
                 281,            0.013599,           0.0045969,           0.0019014,              0.8529,             0.86598,             0.86891,             0.72152,            0.014535,           0.0043802,           0.0032122,             0.00076,             0.00076,             0.00076
                 282,             0.01356,           0.0047307,           0.0018928,             0.85332,             0.86633,             0.87044,             0.72118,            0.014534,           0.0043835,           0.0032143,            0.000727,            0.000727,            0.000727
                 283,            0.013473,           0.0046075,           0.0019261,             0.85319,             0.86679,             0.87245,             0.72355,            0.014546,           0.0043868,            0.003196,            0.000694,            0.000694,            0.000694
                 284,            0.013332,           0.0046461,           0.0020313,             0.85314,             0.86744,             0.87664,             0.72707,            0.014552,           0.0043925,           0.0031742,            0.000661,            0.000661,            0.000661
                 285,            0.013374,           0.0046247,           0.0017011,             0.85353,             0.86834,             0.87844,             0.72915,            0.014554,           0.0043918,           0.0031524,            0.000628,            0.000628,            0.000628
                 286,            0.013409,           0.0043977,           0.0020748,             0.85333,             0.86858,             0.87886,             0.73126,            0.014546,            0.004389,           0.0031411,            0.000595,            0.000595,            0.000595
                 287,             0.01301,           0.0045784,           0.0017562,             0.84966,              0.8661,             0.87964,             0.73064,            0.014543,           0.0043921,           0.0031251,            0.000562,            0.000562,            0.000562
                 288,            0.013261,           0.0045998,           0.0018317,             0.84944,              0.8658,              0.8804,              0.7306,            0.014528,           0.0043923,           0.0031063,            0.000529,            0.000529,            0.000529
                 289,            0.013097,           0.0045744,           0.0018527,             0.85017,             0.86564,             0.87534,             0.72714,            0.014543,           0.0043949,           0.0030942,            0.000496,            0.000496,            0.000496
                 290,            0.012874,           0.0045067,           0.0017339,             0.85135,             0.86558,             0.88523,             0.73656,            0.014538,           0.0043952,            0.003095,            0.000463,            0.000463,            0.000463
                 291,            0.012875,           0.0044671,           0.0018219,             0.85221,             0.86568,             0.88428,             0.73284,            0.014539,           0.0043983,           0.0030948,             0.00043,             0.00043,             0.00043
                 292,            0.012644,           0.0044216,           0.0018473,             0.85283,             0.86572,             0.88352,             0.73167,            0.014549,           0.0044039,           0.0030948,            0.000397,            0.000397,            0.000397
                 293,            0.012935,           0.0044435,           0.0019832,               0.853,             0.86577,             0.88394,             0.73095,            0.014548,           0.0044063,           0.0030966,            0.000364,            0.000364,            0.000364
                 294,            0.013017,           0.0045764,           0.0016867,             0.85427,             0.86545,             0.88486,             0.73482,            0.014552,           0.0044109,           0.0030939,            0.000331,            0.000331,            0.000331
                 295,            0.012848,            0.004524,           0.0017497,             0.85488,             0.86504,             0.88473,             0.73568,            0.014556,           0.0044147,           0.0030997,            0.000298,            0.000298,            0.000298
                 296,            0.012667,             0.00449,           0.0020003,             0.85508,             0.86463,             0.88494,             0.73578,            0.014547,           0.0044167,           0.0031057,            0.000265,            0.000265,            0.000265
                 297,            0.012777,           0.0045267,           0.0016168,             0.85529,             0.86425,             0.88446,              0.7362,            0.014548,           0.0044184,           0.0031088,            0.000232,            0.000232,            0.000232
                 298,            0.012877,           0.0045434,           0.0018112,              0.8556,             0.86422,             0.88433,             0.73565,            0.014551,            0.004419,           0.0031061,            0.000199,            0.000199,            0.000199
                 299,             0.01248,           0.0044231,           0.0018378,             0.85599,             0.86403,             0.88449,             0.73591,            0.014557,           0.0044215,           0.0031078,            0.000166,            0.000166,            0.000166
